Class,Order,Family,Genus,Scientific_name
Amphibia,Anura,Allophrynidae,Allophryne,Allophryne_relicta
Amphibia,Anura,Allophrynidae,Allophryne,Allophryne_resplendens
Amphibia,Anura,Allophrynidae,Allophryne,Allophryne_ruthveni
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_australis
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_barrioi
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_coppingeri
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_gargola
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_hugoi
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_igneus
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_kaweshkari
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_montanus
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_monticola
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_neuquensis
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_nodosus
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_norae
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_pehuenche
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_tumultuosus
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_valdiviensis
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_vanzolinii
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_verrucosus
Amphibia,Anura,Alsodidae,Alsodes,Alsodes_vittatus
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_altor
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_calcaratus
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_contulmoensis
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_emiliopugini
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_insularis
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_migueli
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_nahuelbutensis
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_roseus
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_septentrionalis
Amphibia,Anura,Alsodidae,Eupsophus,Eupsophus_vertebralis
Amphibia,Anura,Alsodidae,Limnomedusa,Limnomedusa_macroglossa
Amphibia,Anura,Alytidae,Alytes,Alytes_cisternasii
Amphibia,Anura,Alytidae,Alytes,Alytes_dickhilleni
Amphibia,Anura,Alytidae,Alytes,Alytes_maurus
Amphibia,Anura,Alytidae,Alytes,Alytes_muletensis
Amphibia,Anura,Alytidae,Alytes,Alytes_obstetricans
Amphibia,Anura,Alytidae,Discoglossus,Discoglossus_galganoi
Amphibia,Anura,Alytidae,Discoglossus,Discoglossus_montalentii
Amphibia,Anura,Alytidae,Discoglossus,Discoglossus_pictus
Amphibia,Anura,Alytidae,Discoglossus,Discoglossus_sardus
Amphibia,Anura,Alytidae,Discoglossus,Discoglossus_scovazzi
Amphibia,Anura,Alytidae,Latonia,Latonia_nigriventer
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_adelphus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_adolfifriederici
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_affinis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_anotis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_aureoli
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_bioko
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_bivittatus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_brevipes
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_carquejai
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_crusculum
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_discodactylus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_fichika
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_formosus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_francei
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_hematogaster
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_kidogo
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_krokosua
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_kutogundua
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_lameerei
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_langeri
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_lonnbergi
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_loveridgei
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_mossoensis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_nguruensis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_nikeae
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_nimbaensis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_nlonakoensis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_palava
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_perreti
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_phrynoides
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_poecilonotus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_pyrrhoscelis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_reichei
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_schubotzi
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_spinalis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_stenodactylus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_stridens
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_sylvaticus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_taeniatus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_tanneri
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_troglodytes
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_tuberosus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_variabilis
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_vercammeni
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_wahlbergii
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_xenochirus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_xenodactyloides
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_xenodactylus
Amphibia,Anura,Arthroleptidae,Arthroleptis,Arthroleptis_zimmeri
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_batesi
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_diadematus
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_fallax
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_laticephalus
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_laurenti
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_montanus
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_nganhanus
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_occidentalis
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_perreti
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_ranoides
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_rheophilus
Amphibia,Anura,Arthroleptidae,Astylosternus,Astylosternus_schioetzi
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_alsco
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_cyaneospila
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_elegans
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_escalerae
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_gracilis
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_gratiosa
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_leucomystax
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_manengouba
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_melanogaster
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_nigromaculata
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_occidentalis
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_oreas
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_pulchra
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_schioetzi
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_trifasciata
Amphibia,Anura,Arthroleptidae,Cardioglossa,Cardioglossa_venusta
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_albiventris
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_axillaris
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_bicolor
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_blanci
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_boulengeri
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_bueanus
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_erythrogaster
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_mertensi
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_ornatus
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_ovatus
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_perreti
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_polyacanthus
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_stevarti
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_ventrimarmoratus
Amphibia,Anura,Arthroleptidae,Leptodactylodon,Leptodactylodon_wildi
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_anchietae
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_argenteus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_aubryi
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_aubryioides
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_barbouri
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_bequaerti
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_bocagii
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_boulengeri
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_brevipes
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_brevirostris
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_broadleyi
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_bufonides
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_calcaratus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_christyi
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_concolor
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_crystallinoron
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_cynnamomeus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_fenestratus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_fiziensis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_flavomaculatus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_gramineus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_jordani
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_karissimbensis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_kivuensis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_lebeaui
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_mackayi
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_macrotis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_marginatus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_millsoni
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_modestus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_mossambicus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_natalensis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_nordequatorialis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_notatus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_occidentalis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_ocellatus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_oryi
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_palmatus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_parbocagii
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_parkeri
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_parvus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_ragazzii
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_rufus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_spiritusnoctis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_susanae
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_uluguruensis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_vannutellii
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_vermiculatus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_viridis
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_xenodactylus
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_yaldeni
Amphibia,Anura,Arthroleptidae,Leptopelis,Leptopelis_zebra
Amphibia,Anura,Arthroleptidae,Nyctibates,Nyctibates_corrugatus
Amphibia,Anura,Arthroleptidae,Scotobleps,Scotobleps_gabonicus
Amphibia,Anura,Arthroleptidae,Trichobatrachus,Trichobatrachus_robustus
Amphibia,Anura,Ascaphidae,Ascaphus,Ascaphus_montanus
Amphibia,Anura,Ascaphidae,Ascaphus,Ascaphus_truei
Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus_ceii
Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus_jeinimenensis
Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus_nitoi
Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus_patagonicus
Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus_praebasalticus
Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus_reverberii
Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus_salai
Amphibia,Anura,Batrachylidae,Atelognathus,Atelognathus_solitarius
Amphibia,Anura,Batrachylidae,Batrachyla,Batrachyla_antartandica
Amphibia,Anura,Batrachylidae,Batrachyla,Batrachyla_fitzroya
Amphibia,Anura,Batrachylidae,Batrachyla,Batrachyla_leptopus
Amphibia,Anura,Batrachylidae,Batrachyla,Batrachyla_nibaldoi
Amphibia,Anura,Batrachylidae,Batrachyla,Batrachyla_taeniata
Amphibia,Anura,Batrachylidae,Chaltenobatrachus,Chaltenobatrachus_grandisonae
Amphibia,Anura,Batrachylidae,Hylorina,Hylorina_sylvatica
Amphibia,Anura,Bombinatoridae,Barbourula,Barbourula_busuangensis
Amphibia,Anura,Bombinatoridae,Barbourula,Barbourula_kalimantanensis
Amphibia,Anura,Bombinatoridae,Bombina,Bombina_bombina
Amphibia,Anura,Bombinatoridae,Bombina,Bombina_fortinuptialis
Amphibia,Anura,Bombinatoridae,Bombina,Bombina_lichuanensis
Amphibia,Anura,Bombinatoridae,Bombina,Bombina_maxima
Amphibia,Anura,Bombinatoridae,Bombina,Bombina_microdeladigitora
Amphibia,Anura,Bombinatoridae,Bombina,Bombina_orientalis
Amphibia,Anura,Bombinatoridae,Bombina,Bombina_pachypus
Amphibia,Anura,Bombinatoridae,Bombina,Bombina_variegata
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_alipioi
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_atelopoide
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_brunneus
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_bufonoides
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_didactylus
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_ephippium
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_ferruginus
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_garbeana
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_guarani
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_hermogenesi
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_izecksohni
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_margaritatus
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_nodoterga
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_pernix
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_pitanga
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_pombali
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_pulex
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_toby
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_tridactylus
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus_vertebralis
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_abdita
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_bolbodactyla
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_concolor
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_epipeda
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_erythromera
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_gehrti
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_gualteri
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_guentheri
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_henselii
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_hoehnei
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_holti
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_izecksohni
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_juipoca
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_karst
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_lactea
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_manezinho
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_melanopygia
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_nanahallux
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_nasuta
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_nigriventris
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_octavioi
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_oea
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_paranaensis
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_parva
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_penaxavantinho
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_pusilla
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_randorum
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_sambaqui
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_spanios
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_surda
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_venancioi
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_verrucosa
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema_vizottoi
Amphibia,Anura,Brevicipitidae,Balebreviceps,Balebreviceps_hillmani
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_acutirostris
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_adspersus
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_bagginsi
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_branchi
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_fichus
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_fuscus
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_gibbosus
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_macrops
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_maculatus
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_montanus
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_mossambicus
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_namaquensis
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_poweri
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_rosei
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_sopranus
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_sylvestris
Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps_verrucosus
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_dawida
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_hanseni
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_kanga
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_kisiwamsitu
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_kreffti
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_laphami
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_meteora
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_shengena
Amphibia,Anura,Brevicipitidae,Callulina,Callulina_stanleyi
Amphibia,Anura,Brevicipitidae,Probreviceps,Probreviceps_durirostris
Amphibia,Anura,Brevicipitidae,Probreviceps,Probreviceps_loveridgei
Amphibia,Anura,Brevicipitidae,Probreviceps,Probreviceps_macrodactylus
Amphibia,Anura,Brevicipitidae,Probreviceps,Probreviceps_rhodesianus
Amphibia,Anura,Brevicipitidae,Probreviceps,Probreviceps_rungwensis
Amphibia,Anura,Brevicipitidae,Probreviceps,Probreviceps_uluguruensis
Amphibia,Anura,Brevicipitidae,Spelaeophryne,Spelaeophryne_methneri
Amphibia,Anura,Bufonidae,Adenomus,Adenomus_dasi
Amphibia,Anura,Bufonidae,Adenomus,Adenomus_kandianus
Amphibia,Anura,Bufonidae,Adenomus,Adenomus_kelaartii
Amphibia,Anura,Bufonidae,Altiphrynoides,Altiphrynoides_malcolmi
Amphibia,Anura,Bufonidae,Altiphrynoides,Altiphrynoides_osgoodi
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella_bokermanni
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella_manaos
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella_minuta
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella_vote
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_asmarae
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_blanfordii
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_brauni
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_buchneri
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_camerunensis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_channingi
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_chudeaui
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_cristiglans
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_danielae
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_djohongensis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_fuliginatus
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_funereus
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_garmani
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_gracilipes
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_gutturalis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_kassasii
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_kerinyagae
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_kisoloensis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_langanoensis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_latifrons
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_lemairii
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_maculatus
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_mauritanicus
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_pantherinus
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_pardalis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_perreti
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_poweri
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_rangeri
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_reesi
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_regularis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_steindachneri
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_superciliaris
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_taiensis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_togoensis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_tuberosus
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_turkanae
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_urunguensis
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_villiersi
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_vittatus
Amphibia,Anura,Bufonidae,Amietophrynus,Amietophrynus_xeros
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_americanus
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_baxteri
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_boreas
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_californicus
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_canorus
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_cognatus
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_compactilis
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_debilis
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_exsul
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_fowleri
Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus_hemiophrys
